Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_per_m2,PriceCategory,PriceCategoryEncoded
"Cloonfiugh, Killashee, Co. Longford, N39ED21",329000,5,4,0,205.0,5,53.672571,-7.903997,16086.0,killashee-longford,26,"High Speed Fibre Broadband, Parking, Detached, Energy Efficient , Solar Panes, BER B3, Mains water, Septic tank treatment system",2008.0,1604.878048780488,Medium-Low,3
"5 Ath Mé­n, Ballinameen, Boyle, Co. Roscommon, F52PT67",148000,3,1,4,117.0,7,53.897719,-8.303215,19307.0,boyle-roscommon,16,Unknown,2004.0,1264.957264957265,Low,4
"58 Clonsilla Road, Blanchardstown, Dublin 15, D15KD2V",495000,4,2,4,131.0,14,53.386008,-6.384986,15260.0,blanchardstown-dublin,0,"Four bed semi-detached home c. 131sqm / 1,410sqft (to include the adjoining garage), Adjoining garage approx. 13sqm / 140sqft, Blank canvas opportunity, Tremendous scope and potential to further extend and / or reconfigure the existing accommodation, Two bathrooms to incl. downstairs guest toilet and an upstairs family bathroom, Double glazed windows, Oil central heating, Burglar alarm, 20m / 65ft long southeast facing rear garden, A 4 minute walk to Coolmine Train Station",1965.0,3778.625954198473,Medium-High,1
"Seashore, Doon East, Ballybunion, Co. Kerry, V31Y263",695000,6,5,0,320.0,5,52.526701,-9.670125,28046.0,ballybunion-kerry,9,Unknown,1997.0,2171.875,High,0
"Cluin, Allihies, Beara, Co Cork, P75PN25",340000,5,2,4,212.0,7,51.640082,-10.044141,14624.0,allihies-cork,1,Unknown,1930.0,1603.7735849056603,Medium-Low,3
"19 Clonmult Terrace, Midleton, Co. Cork, P25Y322",160000,3,1,5,84.0,13,51.917276,-8.167513,14378.0,midleton-cork,1,Unknown,1890.0,1904.7619047619048,Low,4
"Old Park House, Castlemagarret Park Old, Claremorris, Co. Mayo, F12CR60",250000,3,1,0,140.0,8,53.693372,-8.987199,23167.0,claremorris-mayo,6,"Large Mature site, Close to Claremorris town, Scenic area, Secluded entrance and driveway, Private house setting, Native woodland",1991.0,1785.7142857142858,Low,4
"Stoney Springs, Drummin Lane, Delgany, Co Wicklow, A63VK63",945000,4,2,0,153.0,6,53.120874,-6.102568,0.0,delgany-wicklow,4,"Special Features:, Bespoke architect design property, 1.45 approx acres of sensory gardens, Substantial paved areas, Double and triple glazing upgrades, High ceilings, Oil fired central heating, Recently upgraded septic tank and spring well",1980.0,6176.470588235294,High,0
"Presbytery, Ennis Road, Newmarket on Fergus, Co. Clare, V95C5P1",375000,5,3,0,210.0,13,52.762531,-8.89736,101720.0,newmarket-on-fergus-clare,8," Qualifies for the Vacant Property Refurbishment Grant, 0.8 acre site. Huge potential, Convenient to all amenities, Easy access to Shannon, Limerick, Ennis and Galway, Close to Dromoland, It would make a great family home, Requires renovation, Development potential, Elevated site, Very bright and spacious",1930.0,1785.7142857142858,Medium,2
"Forth Commons, Murrintown, Co. Wexford, Y35P7D2",385000,4,3,0,166.0,6,52.315013,-6.546204,19058.0,murrintown-wexford,2,"Detached Dormer Bungalow Residence  on private gardens  , Excellent Privacy , Stunning views, South Facing gardens C. 0.64 Acres, Large paved car parking to front door with detached garage and patio area, Versatile Living Accommodation, presented in excellent condition throughout, oil fired central heating , ""an ideal family residence"". only 10 mins drive from Wexford town centre",1999.0,2319.277108433735,Medium,2
"21 Brittas Bay Park, Brittas Bay, County Wicklow, A67DX71",395000,3,2,0,122.0,8,52.878197,-6.073626,27321.0,brittas-bay-wicklow,4,Unknown,2001.0,3237.7049180327867,Medium,2
"Roseville House Desert Cross, Enniskeane, Co. Cork, P47Y135",375000,4,2,0,333.0,14,51.731757,-8.902459,41388.0,enniskeane-cork,1,"Charming Period Residence On C.2.94 Acres, Spacious 2 Storey Stone Built Residence of Character, Residence Require Refurbishment & Upgrading, Lovely Rural Location 2.5 Miles South of Enniskeane & Ballineen Villages, Excellent Investment Opportunity ",1890.0,1126.126126126126,Medium,2
"20 The Stables, Woodstown, Co. Waterford, X91P9H3",280000,3,3,4,118.0,8,52.19925,-6.988719,18080.0,woodstown-waterford,14,Unknown,1992.0,2372.8813559322034,Medium-Low,3
"The Bungalow, Lower Ballagh, Menlough, Co. Galway, H53VY50",140000,3,2,4,120.0,12,53.441218,-8.593538,15731.0,menlough-galway,3,"Unfinished dwellings , Requiring substantial renovation , Requiring Application for Retention, May qualify for Grant Aid, Significant Rental Investment opportunity, Will suit Building Contractor seeking a renovation project, Moylough 9km, Mountbellew 9km",1899.0,1166.6666666666667,Low,4
"Blackrock Road, Bantry, Co. Cork, P75W102",220000,3,1,5,64.0,13,51.679403,-9.453588,14419.0,bantry-cork,1,"featured, investment opportunity",1890.0,3437.5,Low,4
"Ballinagough, Whitegate, Co. Clare, V94XTE5",475000,3,3,0,20234.0,8,52.944662,-8.387066,13656.0,whitegate-clare,8,"Services:  Mains water, Private s.tank, Heating:   Oil central heating, Solid fuel stove, Broadband: High speed fibre broadband available",2004.0,23.475338539092615,Medium-High,1
"Cloonkeen, Cloonkeen, Co. Mayo, F23X446",479000,5,4,0,280.0,5,53.823496,-9.355543,25109.0,cloonkeen-mayo,6,"Elevated site of 1.3acres with option of purchasing additional lake fronting lands., Lay out of ground floor accommodation allows it to be easily converted to one bedroomed apartment if required., Superb location adjacent to the new Castlebar/Westport bypass, Offers considered in the price region of 470k",1900.0,1710.7142857142858,Medium-High,1
"Corglass, Belturbet, Co. Cavan, H14NN20",275000,4,1,0,130.0,10,54.033514,-7.470417,14037.0,belturbet-cavan,20,"Excellent Location, A haven for wildlife, Peace and tranquility all around, Ideal family home / Investment property, Close to Canoe Centre",1978.0,2115.3846153846152,Medium-Low,3
"The Mews, Killincarrig Village, Greystones, Co. Wicklow, A63N921",550000,3,3,0,167.0,1,53.135501,-6.078851,20833.0,greystones-wicklow,4,"Blank canvas, Balcony/Patio, Property is unfinished but, the proposed heating system is Air-Water Heat Pump",2018.0,3293.4131736526947,Medium-High,1
"Newtown, F23FK15",595000,4,2,4,1214.0,12,53.857167,-9.302214,11194.0,castlebar-mayo,6,"Prime Town Centre Location., 0.3 acre site with obvious development potential., 124 metre frontage onto Lannagh Road., Zoned Town Centre.",1900.0,490.1153212520593,Medium-High,1
"69 Church View, Arklow, Co. Wicklow, Y14YA02",265000,3,1,5,86.0,5,52.789396,-6.158643,19039.0,arklow-wicklow,4,"Exceptionally large fenced garden, Conveniently located close to all town amenities, Double glazed uPVC windows. Internal pine glass. Panel doors. ",1985.0,3081.3953488372094,Medium-Low,3
"Curry, Cummer, Tuam, Co. Galway, H54E284",250000,4,4,0,223.0,7,53.455944,-8.881188,23297.0,tuam-galway,3,"Rural Setting , Great Family Home, Close to Schools, Easy access to N83 & M17 Road Network, Can be finished to new owners style, Ample  Size for Front & Back Garden , H54 H280",2005.0,1121.0762331838564,Low,4
"Drum, Knock, Co. Mayo, F12KW24",515000,5,4,0,232.0,6,53.793866,-8.908097,16040.0,knock-mayo,6,"Show house condition throughout , Close to all amenities of Knock , Prime location in a much sought after area , 15 mins Airport , Prime property in walkin condition ",1999.0,2219.8275862068967,Medium-High,1
"Danescastle, Carrick, Co. Wexford, Y35DH30",397000,4,3,0,191.0,6,52.23982,-6.729292,16409.0,carrick-wexford,2,"Superb countryside/coastal location., Stunning, spacious family home., Stunning sea views, Close to Bannow bay and a range of beaches., Very close to schools, shops, beaches, etc., Spacious layout, Detached garage, Attractive exterior, BBQ Area, c. 191 sq. m. / 2,055 sq. ft.",2001.0,2078.5340314136124,Medium,2
"Kosy Kot, Duntaheen Road, Fermoy, Co. Cork, P61XH67",199000,2,1,0,40.0,14,52.131175,-8.294942,20423.0,fermoy-cork,1,"Main Services (Water, Waste, Electricity, Gas), Sunny back yard (a block built boundary wall will be erected to the North & East of the property by the vendors before the new owners take possession), Walking distance to pubs, schools, supermarkets, Built in c. 1930",1930.0,4975.0,Low,4
"Apartment 8, Olympic House, Dublin 8, D08NR70",695000,3,2,8,104.0,7,53.335603,-6.266628,28817.0,dublin-8-dublin,0,"Penthouse apartment measuring 104 sq.m/1120 sq.ft, Measures 152 sq.m/1636 sq.ft to include the terrace. , 2 designated car parking spaces, Trendy location just off Camden Street. , 10-minute walk to St Stephens Green., Annual Service Charges are €4800euros per annum.",2002.0,6682.692307692308,High,0
"Fauleens, Carracastle, Carracastle, Co. Mayo, F45ND86",250000,4,1,0,91.0,9,53.945652,-8.731074,14511.0,carracastle-mayo,6,"4 bedroom detached family home with 2 bay workshop for sale, Situated on a mature 1 acre site, Prime location, 8 minutes drive to Ireland West Airport, 5 minutes to the N5 Dublin / Westport Road, Incorporates a licensed haulage yard, Ample parking, Commands panoramic country vistas",1989.0,2747.252747252747,Low,4
"Ballintubrid, Newcastle West, Co. Limerick, V42K198",420000,4,3,0,195.0,8,52.434457,-9.088677,12004.0,newcastle-west-limerick,12,"Spacious 2100 sq ft property on its own landscaped grounds., Spacious four bedroom house with one en-suite and one downstairs bedroom., Detached garage, two sheds and poly tunnel., Alarm, oil heating and solid fuel stove., V42 K198",1999.0,2153.846153846154,Medium,2
"Danescastle, Carrick, Co. Wexford, Y35NY07",220000,3,4,0,117.0,11,52.24009,-6.731449,27707.0,carrick-wexford,2,"Superb village centre location, Enclosed rear garden, Off street parking, Spacious accommodation, Fantastic potential",1932.0,1880.3418803418804,Low,4
"Grove House, Grove House, Tullycleave, Ardara, Co. Donegal, F94T3K1",375000,6,3,0,242.0,8,54.781113,-8.410715,27645.0,ardara-donegal,5,"- Impressive (6) x bedroom detached residence extending to circa 241.5 sq.m (2,585 sq.ft) in area., - Set on stunning private gardens stretching to approx. 1.67 acres (0.67 ha)., - Three large receptions rooms., - Upstairs sitting room has direct access onto a raised balcony containing storage under., - Potential building site located to rear of the house, subject to obtaining necessary planning approval, or could be used as a paddock for horses., - Well considered layout, spacious family accommodation., - Six generously proportioned bedrooms (three benefiting from en-suite facilities)., - Accessed by a dual sweeping driveway flanked by gardens laid in lawn., - Detached garage ready for converting living accommodation or home office, if needed., - Peaceful scheduled setting located just under 2.5 kms from Ardara Village.",1989.0,1549.5867768595042,Medium,2
"Main Street, Fethard, Co. Wexford, Y34R602",235000,3,1,5,88.0,7,52.18962,-6.83862,14017.0,fethard-wexford,2,"Low maintanence home., Close to several beaches and coastal settings., Very popular coastal village, All amenities within a very short walk., Suit both investor, holiday or permanent usage., Services; Mains Water, Mains Sewage, Broadband, ESB, BBCH.",1900.0,2670.4545454545455,Low,4
"24 Lanesborough Mews, Finglas, Dublin 11, D11H337",269950,3,2,8,96.0,3,53.402276,-6.294705,7606.0,finglas-dublin,0,"Very good condition and well decorated, Partially tiled bathroom, Suits both first time purchasers and investors, Green open space to the front , Private balcony overlooked with large windows letting in an abundance of natural light, Quiet location within short distance to shops, parks, restaurants, shopping centres, En-suite to main bedroom , Convenient to all amenities, Within easy driving distance of the M50, M1 and City Centre, Superb location",2004.0,2811.9791666666665,Medium-Low,3
"Tay Lane, Fethard, New Ross, Co. Wexford, Y34E682",265000,3,1,0,87.0,10,52.190986,-6.838342,18775.0,fethard-wexford,2,"Detached double fronted 3 bedroom cottage in quiet residential cul de sac within the village of fethard on Sea, Partial sea views, Electric heating, Parking to the front, Secluded garden to rear, Mains water and sewerage",2004.0,3045.977011494253,Medium-Low,3
"Cleen, Dromahair, Co. Leitrim, F91K838",350000,6,2,0,176.0,10,54.220013,-8.27754,14140.0,dromahair-leitrim,24,"OFCH & solid fuel back boiler stove, Double glazed PVC windows, Corner site with two gated entrances, Separate paddock field with site potential subject to planning permission, Large private lawn area to rear with raised patio area, Ample tarmacadam driveway and car parking to front",1920.0,1988.6363636363637,Medium,2
"Mé­n An Chladaigh, Gortahork, Gortahork, Co. Donegal, F92EP63",175000,5,5,0,223.0,6,55.138791,-8.222484,9263.0,gortahork-donegal,5,"A spacious house with large garage in west Donegal, Located on the Wild Atlantic way between Derrybeg and Gortahork, Sea views with Magheraroarty's Golden beach just 5 mins drive., This property is ideal as a family home or investment as a guest house , The garage has a full cathedral height ceiling suitable for conversion to a self contained granny flat., All bedroom are spacious and the first floor rooms are all en-suite, Sun room leads to patio area and , Local primary school and Irish Summer College s are within yards of this property, Cash buyer only due to Mica test percentages Contact Iam sold for full report.",2005.0,784.7533632286995,Low,4
"Aghagadda, Portmagee, Co. Kerry, V23NW81",100000,2,1,0,84.0,14,51.891175,-10.308293,35661.0,portmagee-kerry,9,"Development Potential, Generous Grounds, Stunning Views, Mature Trees , Scenic Location, Convenient to Portmagee/Valentia, Rarely Available, Water & Septic Tank in place",1935.0,1190.4761904761904,Low,4
"10 Saint Barrahane's Avenue, Castletownshend, Co. Cork, P81AX58",310000,3,1,4,103.0,9,51.527577,-9.178407,17306.0,castletownshend-cork,1,Unknown,1979.0,3009.7087378640776,Medium-Low,3
"Moonrock, Coast Road, Fountainstown, Co. Cork, P43W400",2150000,4,5,0,390.0,4,51.778046,-8.300221,72558.0,fountainstown-cork,1,"Coastal four-bedroom property, Approx.  390 sq m / 4200 sq ft, About .80 acres / 0.32 ha, Unobstructed Atlantic Ocean views, Excellent standard of finish, Within 5 minutes' walk of two beaches, bars &amp; shops, Underfloor heating, Smart lighting system, OFCH / Mains services",2007.0,5512.820512820513,High,0
"Mullantiboyle, Mill Road, Glenties, Co. Donegal, F94DYN0",165000,3,2,0,92.0,13,54.788521,-8.291898,27264.0,glenties-donegal,5,Unknown,1953.0,1793.4782608695652,Low,4
"21 Bridge Road, Listowel, Co. Kerry, V31FW35",195000,2,1,8,110.0,11,52.443147,-9.481475,7458.0,listowel-kerry,9,"21 & 21 B Two 2 bedroom Apartments, Within walking distance of Town, Full Contents, With Sitting Tenants, Rear entrance to ground floor, Balcony First Floor, Open Fireplace ",1994.0,1772.7272727272727,Low,4
"23A Bridge Road, Listowel, Co. Kerry, V31FY00",195000,2,1,8,110.0,11,52.443113,-9.481385,7376.0,listowel-kerry,9,"23 & 23B Two 2 bedroom apartment , in the town of Listowel, Full contents,, with Sitting Tenants.,  open fireplace",1994.0,1772.7272727272727,Low,4
"Castletown, Kilmallock, Co. Limerick, V35R635",275000,4,2,0,309.0,11,52.423564,-8.813429,9317.0,kilmallock-limerick,12,"Spacious 3321 sq ft property., Large tarmacadam car parking area., Suitable for a variety of purposes because of internal and external space.",1981.0,889.9676375404531,Medium-Low,3
"Middletown, Derrybeg, Co. Donegal, F92NY96",150000,3,1,0,82.0,14,55.075962,-8.295723,28746.0,derrybeg-donegal,5,"Located in the heart of the Gaeltacht , Within walking distance of all the amenities Gweedore has to offer including Amharclann, church, shops, pubs & restaurants., This property is ready to walk into, Comes with Approx. 3 acres of land",1890.0,1829.2682926829268,Low,4
"Lisheen, Portroe, Ballina, Co. Tipperary, E45KF65",795000,4,4,0,399.0,6,52.879918,-8.360247,23323.0,ballina-tipperary,13,Unknown,2001.0,1992.4812030075188,High,0
"Pollnacroaghy, Ballyhaunis, Co. Mayo, F35VK06",195000,4,1,0,121.0,13,53.767253,-8.763158,27757.0,ballyhaunis-mayo,6,"Located in a tranquil rural location yet within easy reach of Ballyhaunis, Convenient to all Ballyhaunis Town amenities, 0.91 Acre Elevated with tree lined Avenue, Fully enclosed rear garden, Within 5 minute drive of primary and secondary schools., Oil fired central heating, Double glazed windows, All main services connected.",1940.0,1611.5702479338843,Low,4
